MolWt,MolLogP,NumHDonors,NumHAcceptors,RingCount,TPSA,NumRotatableBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAliphaticCarbocycles,NumHeteroatoms,FractionCSP3,HallKierAlpha,Kappa3,LabuteASA,BalabanJ,BCUT2D_MWHI,BCUT2D_MWLOW,EState_VSA1,EState_VSA2,CID
655.5670000000005,4.134100000000004,1,7,7,109.52,6,3,2,4,1,2,2,2,11,0.3870967741935484,-3.1199999999999983,3.7261624042340213,252.4319620150665,1.3136513267237337,79.91873148109015,9.483843883608582,33.18513965068431,23.389260439929814,129093668
444.6230000000001,4.7931200000000045,1,4,4,50.160000000000004,8,3,0,1,1,1,2,0,5,0.42857142857142855,-2.9199999999999986,4.739206301965384,197.3624592760677,1.718435535903334,16.150969650450243,9.88213376276771,0.0,17.990861387647428,46880347
378.46900000000005,3.197820000000002,0,3,2,57.690000000000005,7,2,0,0,0,0,2,0,7,0.3157894736842105,-2.409999999999999,4.4037854392419025,153.65059286212906,2.489938023020372,32.23342736285486,10.20251287343719,15.840511994453479,17.347419610781856,44580809
418.34100000000024,4.277200000000002,2,4,3,66.91,4,2,1,1,1,0,1,1,11,0.3888888888888889,-2.8499999999999988,4.95600064898713,161.09595793391492,1.6967169853640607,19.417051941495416,10.051571384171488,47.16428940077683,5.817862777835028,118308264
546.4720000000004,4.928400000000004,1,7,4,93.88000000000001,7,3,1,1,3,0,0,1,15,0.4782608695652174,-3.779999999999999,4.760640240033165,212.33059671326936,1.7842061237209588,19.41735613409486,9.759083055137744,55.04480527536938,34.20761101004122,167117085
566.6980000000003,5.749700000000006,1,6,5,69.26,12,4,0,1,0,1,4,0,7,0.2857142857142857,-4.4899999999999975,7.039229376323625,247.5366167144052,1.4303024346323656,16.516404326702077,9.87647297756405,0.0,18.493776964412042,22742726
446.4140000000002,2.3156000000000008,0,9,4,111.81,5,3,1,1,3,1,0,0,12,0.4,-3.6999999999999984,3.9479389506319054,180.76987877015338,1.5682372546292063,19.27976191345193,10.002252281140548,24.405896149910852,41.19554677680901,154732925
376.5040000000001,6.179420000000005,3,3,3,66.05000000000001,8,3,0,0,1,0,2,0,5,0.30434782608695654,-3.0799999999999983,5.457782415597453,166.12045540428343,1.5663873297533688,16.16146943737557,10.143064846010336,0.0,6.031114512338072,54585458
404.4340000000001,1.777099999999999,0,9,5,103.33,4,4,1,1,3,1,1,0,10,0.3,-3.8199999999999985,3.254797072053588,171.67014909139476,1.3949404925232178,16.49882295886744,9.992833176555107,0.0,18.052986946247767,154732931
529.5100000000004,5.664420000000005,1,6,4,71.01,5,3,1,1,2,1,1,0,13,0.391304347826087,-3.2199999999999984,5.606038449794428,205.95291910672546,1.603101087395156,32.13356849376079,9.877339920632584,54.31200465178039,18.18702368174753,130342303
477.5610000000002,5.718520000000005,0,6,6,68.46000000000001,5,4,2,2,2,1,2,1,8,0.34615384615384615,-3.2599999999999985,3.755399010865564,199.9394397993294,1.277384347387403,32.1335682124454,9.94312447865142,0.0,23.84302566315818,89748243
377.44800000000004,3.0428200000000007,0,6,4,73.14,4,3,1,1,2,1,1,0,7,0.3333333333333333,-3.2199999999999984,3.6010190158223256,163.5091812802813,1.5632235242281656,16.498164314954458,9.992186325914675,0.0,18.052986946247767,46212746
519.6420000000004,4.354500000000003,1,7,4,82.15,12,3,0,1,1,1,2,0,8,0.4,-3.779999999999998,6.554327585183512,224.42905471808095,1.6225595621548583,16.51624257331016,9.876543534005553,0.0,18.493776964412042,73294132
408.4370000000001,2.5769200000000003,0,7,5,86.03,5,3,2,2,3,2,0,0,9,0.38095238095238093,-3.3599999999999985,3.29558830016665,172.2534756250214,1.3584736803192594,19.142159254459155,9.898012971498309,5.817220841045895,23.90876743380882,90412096
374.44000000000005,4.0656000000000025,1,4,4,60.45,7,3,1,1,1,0,2,1,5,0.21739130434782608,-3.339999999999998,3.692117156808882,163.88753578808752,1.5235732426079378,16.484546184739216,9.93477531517322,0.0,17.240076244909677,118716939
488.6280000000002,4.9493000000000045,1,5,4,60.03000000000001,10,3,0,1,0,1,3,0,6,0.36666666666666664,-3.509999999999998,6.3756169358297035,213.73091939323095,1.5822681671975483,16.508386690019982,9.879640378556916,0.0,18.05298694624777,122184258
412.5190000000002,2.754500000000001,1,8,4,97.03,4,3,1,1,2,1,1,0,9,0.45,-2.649999999999999,3.9238309359538786,172.88930884047176,1.598440392010362,32.137124065639135,9.89437873157216,5.601050810983688,17.866926604660858,132114545
419.4640000000001,3.1340200000000014,0,7,4,81.73,6,4,0,0,3,0,1,0,9,0.22727272727272727,-3.879999999999998,4.3476935880509995,178.50144604146152,1.5140651590515597,19.14215859249535,10.075872619327368,5.817220841045895,11.949020558499466,72700458
641.7900000000001,5.113900000000005,1,6,5,105.25,10,4,0,1,0,0,4,1,10,0.2777777777777778,-4.669999999999997,7.081700644630711,270.3566000324502,1.3788628263979446,32.233274249646776,9.869993844528475,16.065131982555545,28.880176390430698,168282648
399.4540000000002,3.3355200000000025,1,6,4,100.78999999999999,6,3,1,1,2,0,1,1,7,0.2608695652173913,-3.7899999999999987,3.8490173769415525,174.33575043073563,1.5253080656361833,16.48012755804252,9.934768795766185,5.41499046939678,11.8250857755129,122180002
468.4870000000002,3.7680000000000025,0,7,5,94.61,5,3,0,2,0,2,3,0,10,0.17391304347826086,-3.919999999999998,3.3881587418456736,190.2547860474428,1.6102059183625645,32.23342968648843,10.145679523139485,16.054405665745655,23.92056846221374,45501596
2348.7679999999955,-12.448699999999919,34,33,1,1030.729999999999,80,1,0,0,1,0,0,0,64,0.69,-15.800000000000015,59.190134274945244,954.5717210882193,3.4068359376761137,32.16637385085814,9.962039454962461,351.2735684584152,125.00321198099299,44270590
3582.183999999994,-15.59280000000011,51,52,6,1445.3399999999997,113,3,3,3,2,3,1,0,96,0.6578947368421053,-22.959999999999926,75.34033048860877,1452.5049697532193,1.1105489156029154,32.1202460953326,9.96181944028466,567.2360047603255,188.7531086953931,44270584
435.3850000000002,2.978200000000001,2,7,4,97.62,5,3,1,1,2,0,1,1,12,0.3157894736842105,-3.5699999999999985,4.620322861173494,173.25237422604195,1.480162878970306,19.413246956401903,10.094804168167665,23.594627082689335,23.464995927827943,118308099
401.5060000000001,5.624600000000005,0,3,4,38.77,6,3,1,1,0,1,3,0,4,0.2692307692307692,-3.2699999999999982,3.903323653073688,177.60774352252955,1.7454558489197196,16.476819893476918,9.91358156754439,0.0,11.949020558499466,69080080
506.4790000000004,4.858820000000003,1,6,4,83.9,5,3,1,1,3,1,0,0,12,0.375,-3.6999999999999984,5.576175858380373,203.36666841433424,1.6274425981971923,19.413270067292558,9.875704791078345,48.494783810734496,23.88095167659599,130342101
435.3220000000003,4.355900000000002,2,5,4,66.91,4,3,1,1,2,0,1,1,8,0.2777777777777778,-2.0599999999999996,3.566038990221383,161.72797209827857,1.472965565119518,79.91873123230866,10.142876665011059,0.0,23.808082228693323,118326402
677.8270000000002,6.023020000000006,3,7,5,129.73000000000002,14,5,0,0,1,0,4,0,11,0.18421052631578946,-5.679999999999997,9.233446614575502,286.77069249730596,1.2506022627919333,32.23327408590137,10.021423727637062,10.023291153407584,22.45935476750469,166627578
373.8000000000001,3.3596000000000013,4,5,3,116.24,3,3,0,0,2,0,1,0,9,0.058823529411764705,-3.3899999999999983,4.365259947871026,154.62424191803615,2.429997382352906e-06,35.453001212504276,10.224534409462214,6.031114512338072,29.751110998498948,136227359
421.42300000000023,3.4551200000000017,1,6,4,80.24,5,2,2,2,2,2,0,0,10,0.5,-2.909999999999999,3.7768604769789413,171.23151161184555,1.5151736935716082,19.413187704587365,9.955770854717365,11.73975000914047,29.98104149778188,90411945
498.5930000000003,5.503500000000006,1,4,4,50.160000000000004,8,3,0,1,1,1,2,0,8,0.42857142857142855,-3.1299999999999986,5.186919831574054,209.89061191644166,1.7265792533864313,19.413187806278163,9.933070946048051,17.78159083828843,11.949020558499466,71580773
458.4930000000002,4.600320000000004,1,6,4,86.23,7,4,0,0,3,0,1,0,8,0.15384615384615385,-4.329999999999998,5.011131519108618,196.19035039810342,1.6840066130401805,19.142148148770378,9.986753514914497,5.817220841045895,12.45193613526408,45375925
469.5110000000002,5.218620000000005,1,5,4,71.01,5,3,1,1,2,1,1,0,9,0.36,-3.4899999999999984,5.184708144708253,195.78440319594,1.5685951264407862,19.413187760865412,9.889829599529826,11.73975000914047,17.866926604660858,117728061
484.56600000000026,5.249520000000006,1,4,4,50.160000000000004,7,3,0,1,1,1,2,0,8,0.4074074074074074,-3.1299999999999986,5.12277559324415,203.52566980204506,1.7003926200955792,19.41318708463054,9.938147238237251,17.78159083828843,11.949020558499466,71580772
615.8000000000003,5.917100000000006,3,7,4,103.01,14,4,0,0,0,0,4,0,10,0.2647058823529412,-4.6999999999999975,7.815840845735624,260.45720399485174,1.4510964107989843,32.23327367912038,10.044333312367746,10.023291153407584,16.552175038153184,166629226
453.3750000000003,3.0843000000000007,2,7,4,97.62,5,3,1,1,2,0,1,1,13,0.3157894736842105,-3.6399999999999983,4.653132743191833,177.41790962896818,1.517361196025893,19.41330947093752,10.10021944903922,48.62526031388596,11.381314269532023,118308098
417.46200000000016,3.0619000000000014,2,7,4,81.71000000000001,6,3,1,1,1,1,2,0,9,0.3,-2.909999999999999,3.964110702724987,170.34635431460796,1.5051645155813054,32.13354928566424,10.098057013253726,0.0,23.808082228693323,118034901
427.50800000000004,4.196020000000003,0,6,5,73.14,4,4,1,1,2,1,2,0,7,0.28,-3.739999999999998,3.816440984846076,186.19084581201645,1.4113629059202417,16.491091133069133,9.990741535577174,0.0,18.052986946247767,67380581
425.5330000000002,4.193600000000003,2,6,5,70.15,5,3,2,2,2,1,1,1,8,0.4090909090909091,-2.739999999999999,3.835276740163759,178.07419546689775,1.2996411689882374,32.13354932062315,10.1332147113899,0.0,23.808082228693323,118326417
2363.738999999996,-14.229299999999922,35,34,1,1073.8199999999993,81,1,0,0,1,0,0,0,66,0.6767676767676768,-16.33000000000001,59.92584019423656,957.708191770879,3.433506343840741,32.16637394035193,9.962039489663292,375.9402974797802,106.74657826574419,44270591
449.40800000000024,4.360920000000003,2,6,4,92.94,5,3,1,1,2,0,1,1,11,0.3333333333333333,-3.4999999999999987,4.555919095776324,179.78731488491917,1.4917880455471542,19.413213522461913,10.053414080789468,23.598811679334325,23.657607258360404,118308067
433.49100000000016,3.5241200000000017,0,7,4,81.73,7,4,0,0,3,0,1,0,9,0.2608695652173913,-3.879999999999998,4.41210410898824,184.86638815585812,1.5497962318631466,19.14215887199135,10.070771208892998,0.0,17.76624139954536,72700459
579.6780000000002,6.270300000000006,2,5,5,104.81,8,5,0,0,0,0,5,0,9,0.09090909090909091,-5.149999999999997,6.1088587017423475,244.16598420083622,1.437103020671086,32.23327351878134,10.023294095096768,10.023291153407584,22.45935476750469,168292472
428.4180000000001,3.538700000000002,1,6,5,75.94,4,3,2,2,2,2,1,0,10,0.3333333333333333,-3.4299999999999984,3.513128453177077,175.4362732896319,1.356003929759125,19.41318644978421,9.953778600125238,11.73975000914047,24.032702216795386,90445454
418.4760000000001,3.7406200000000025,0,6,4,68.84,7,4,0,0,2,0,2,0,8,0.21739130434782608,-3.8099999999999983,4.525958013465792,179.281798060515,1.4974008490348272,19.142145544065013,10.082375469828527,0.0,11.7244005703974,57389971
374.44000000000005,4.0656000000000025,1,4,4,60.45,7,3,1,1,1,0,2,1,5,0.21739130434782608,-3.339999999999998,3.692117156808882,163.88753578808755,1.5044917907643576,16.48081284407889,9.934790825435536,0.0,17.240076244909677,118716938
655.8170000000001,6.342000000000007,1,6,5,105.25,11,4,0,1,0,0,4,1,10,0.2972972972972973,-4.829999999999997,7.435477009317461,276.72154214684696,1.431702442029673,32.2332739426289,9.858499970271085,10.023291153407584,34.92201721957866,168292300
519.6420000000004,4.354500000000003,1,7,4,82.15,12,3,0,1,1,1,2,0,8,0.4,-3.779999999999998,6.554327585183512,224.42905471808098,1.6225595621548583,16.516242071592497,9.87653084056746,0.0,18.493776964412042,73294133
439.5150000000002,5.066220000000005,1,5,4,73.34,7,4,0,0,2,0,2,0,6,0.14814814814814814,-4.189999999999998,5.009876166084452,192.8051670142307,1.6623106039149143,16.512965526731353,9.943792357323563,0.0,12.45193613526408,46195690
469.4710000000002,4.015320000000003,0,7,4,81.73,7,4,0,0,3,0,1,0,11,0.2608695652173913,-4.019999999999999,4.975573307968523,193.1974589617106,1.4986680366615934,19.413187668040116,10.082375478828624,11.73975000914047,11.601107724199966,57389232
505.4910000000003,5.463820000000005,1,5,4,71.01,5,3,1,1,2,1,1,0,11,0.36,-3.629999999999998,5.604301935696531,204.14702043338772,1.6274425981971923,19.413270980983462,9.874562197456472,48.494783810734496,18.18702368174753,130341623
546.6890000000003,4.885800000000005,0,5,6,80.06,6,3,2,3,1,1,2,2,8,0.3870967741935484,-3.359999999999998,4.394485364989794,229.66246658125146,1.3472212833142558,32.23342879102315,9.515435546223042,10.023291153407584,29.3237579032056,155525887
505.53700000000043,5.991120000000006,0,5,5,55.32,5,3,2,2,2,1,1,1,10,0.4,-3.0099999999999985,4.757425020505452,203.32499432669275,1.3786967933804026,32.13356836597868,9.942901482259845,11.73975000914047,36.17101774665504,89748242
446.48600000000016,4.129420000000003,0,7,4,97.9,7,4,0,0,3,0,1,0,9,0.25,-4.009999999999998,4.920080230613408,190.08809718621734,1.5616011348036944,19.142159402234306,10.010333202446175,5.817220841045895,17.839744480525376,72700698
369.46900000000005,2.643700000000001,1,6,4,84.14,4,2,2,2,2,1,0,1,7,0.6,-2.2799999999999994,3.604226794932513,158.95165501536022,1.559071111408933,16.282706850283656,9.975903376594374,5.601050810983688,17.990861387647428,121314163
416.4850000000002,3.2983400000000023,1,7,4,94.82,6,4,0,0,3,0,1,0,8,0.2608695652173913,-3.8099999999999983,4.374320048993906,179.87295777709556,1.4830380666544876,16.489486599384477,10.070259715053597,0.0,18.555902523012385,69915196
390.5310000000002,6.203720000000006,2,3,3,57.260000000000005,8,3,0,0,1,0,2,0,5,0.3333333333333333,-3.0799999999999983,5.700902923904894,172.69536900527535,1.6002095472526965,16.161472856661064,10.142858742188704,0.0,6.031114512338072,54585459
463.9040000000002,3.353900000000002,0,7,6,80.04,3,4,2,2,2,2,2,0,10,0.2608695652173913,-3.589999999999998,3.578865911275408,193.1548105955415,1.276347015865905,35.49569206337421,9.986289632104944,0.0,17.76624139954536,49798030
402.57900000000024,4.173100000000003,1,4,3,50.800000000000004,6,1,1,2,0,1,1,1,5,0.7083333333333334,-1.7499999999999996,5.245094395718746,175.68700728444642,1.7112723270355903,16.5078453525406,9.834601179271107,0.0,17.364011027896247,44359467
412.46900000000016,2.6961000000000004,1,7,4,89.07000000000001,4,3,1,1,2,1,1,0,9,0.42857142857142855,-3.0699999999999985,3.8454336247057848,173.47287491070418,1.619618058244015,19.142148163776103,9.973666037183731,11.418271652029583,17.990861387647428,121314177
409.5370000000001,5.240890000000006,1,5,4,70.39,6,4,0,0,2,0,2,0,5,0.2692307692307692,-3.6499999999999986,4.0188855177044,182.2931230153646,1.842480677201411,15.232955733594679,10.02247214281183,0.0,12.083681658295921,156418918
446.5950000000001,4.239320000000003,1,5,4,59.39,8,3,0,1,1,1,2,0,6,0.4074074074074074,-3.1199999999999983,4.665123966942151,196.111062391178,1.7184355359033343,16.465294189115006,9.883174216370653,0.0,17.990861387647428,46880346
601.6810000000004,3.243280000000002,1,8,7,133.31,6,3,2,4,1,2,2,2,11,0.375,-4.1099999999999985,3.7627064341043,249.32193620529048,1.3164888321157093,32.233429196076074,9.483843810705375,33.18513965068431,35.37353355455282,129093669
394.9240000000001,3.712120000000003,0,3,2,57.690000000000005,7,2,0,0,0,0,2,0,7,0.3157894736842105,-2.0499999999999994,4.5628012067808,159.7883236860845,2.489938023020372,35.49569209131677,10.202515270308199,10.023291153407584,17.347419610781856,44580808
463.4390000000003,3.5680000000000023,1,7,4,88.83,5,3,1,1,2,1,1,0,12,0.38095238095238093,-3.5699999999999985,4.936075151175077,186.1606835098352,1.5549117712043332,19.41324933357882,9.895882253909768,17.68744735333783,35.79299728010545,117727838
423.4310000000001,5.102200000000005,0,4,3,48.00000000000001,6,2,1,1,0,1,2,0,8,0.4090909090909091,-2.8999999999999986,4.471318331130134,172.89068498354433,1.9329291104072164,19.422449695721973,9.873669462217242,11.777349328427164,24.243288797695946,69080268
398.50600000000003,4.778300000000004,1,2,4,49.410000000000004,5,3,1,1,0,1,3,0,4,0.23076923076923078,-3.399999999999998,4.432099787795663,177.09203734716755,1.52079718746829,16.154970723019744,9.957513140511072,0.0,17.85620028785097,56680445
601.7250000000003,4.242800000000004,0,7,7,92.52999999999999,7,3,1,4,1,2,2,2,10,0.36363636363636365,-4.019999999999998,3.991975226460142,251.57029552404148,1.3173969546264632,32.23342966341381,9.555932665988669,15.438281622804364,24.09482777539573,168297708
526.5350000000005,5.228740000000005,1,7,4,83.9,5,3,1,1,3,1,0,0,13,0.43478260869565216,-3.2199999999999984,5.4487500464089615,207.37197379914235,1.6186754205215867,32.133568512549964,9.87748104855793,48.494783810734496,18.18702368174753,130341810
362.433,3.109820000000002,0,5,5,59.730000000000004,4,3,2,2,3,2,0,0,6,0.38095238095238093,-2.889999999999999,2.669644012481063,157.3536714049314,1.3833388214893325,16.48494545761588,9.897932579997462,0.0,11.949020558499466,90411575
449.51100000000025,2.630820000000001,1,8,4,98.7,7,3,1,1,3,1,0,0,9,0.3333333333333333,-3.7199999999999984,5.201068979269066,192.29503699288063,1.6136844505811898,16.513305112519323,10.06894835792173,0.0,12.45193613526408,118715612
449.50400000000013,2.688300000000001,1,5,4,88.17999999999999,4,2,2,2,0,2,2,0,10,0.38095238095238093,-2.6899999999999986,3.978761754135947,180.14576742648566,1.5115984265530924,32.233429166568264,9.98669442599632,27.9510666552262,37.557456280694424,57396272
441.49100000000016,3.856220000000002,1,7,4,99.12,7,4,0,0,3,0,1,0,8,0.16,-4.329999999999998,4.953508431981547,191.2444629761237,1.6623106039149143,16.51297174976981,10.0472901744525,0.0,18.145864130112543,118715606
407.4700000000001,3.590580000000002,0,6,3,92.52000000000001,5,2,1,1,1,1,1,0,7,0.391304347826087,-3.399999999999999,4.952079688877966,175.784167536511,1.7823986100783187,16.54226429596461,9.981661711812649,5.969305287951849,29.720404825693066,118736961
377.44800000000004,3.0428200000000016,0,6,4,73.14,4,3,1,1,2,1,1,0,7,0.3333333333333333,-3.2199999999999984,3.7361807183543667,163.5091812802813,1.5523846647894477,16.497744905029077,9.992719684112515,0.0,18.052986946247767,118736949
609.7040000000002,6.278900000000005,2,6,5,114.04,9,5,0,0,0,0,5,0,10,0.11764705882352941,-5.349999999999997,6.349482239622899,255.6444715447397,1.4693790544034635,32.233273697446,10.02329330870658,10.023291153407584,22.45935476750469,168274524
2899.3889999999956,-17.68870000000008,41,41,3,1292.1599999999994,96,1,2,2,1,2,0,0,80,0.6910569105691057,-19.74999999999996,68.38882478458186,1178.3469991776876,1.8223372704350274,32.16637668462749,9.96204402208567,455.0717999240423,158.0236885439298,44405037
436.57700000000017,5.291440000000006,0,5,4,51.660000000000004,6,3,1,1,1,1,2,0,6,0.36,-2.8599999999999985,4.588698477697063,187.1976390026808,1.6092791516418836,32.13356796470984,10.024427616768246,0.0,11.949020558499466,127038813
424.41900000000015,3.6640000000000024,1,5,3,60.03000000000001,7,2,1,1,0,1,2,0,9,0.38095238095238093,-2.9399999999999986,4.616003461456172,172.0756050527558,1.9097675577593585,19.422450014386293,9.999851058181227,12.404199688178345,24.243288797695946,118731954
528.4610000000005,3.447300000000002,0,8,4,92.93,5,3,1,1,3,1,0,0,15,0.45454545454545453,-3.779999999999999,5.641563592153302,206.7143508752133,1.6417358537617,19.413292529738836,9.87452840843576,54.31200465178039,29.57487967144445,130342262
2913.415999999995,-17.300200000000075,41,41,3,1292.1599999999994,96,1,2,2,1,2,0,0,80,0.6935483870967742,-19.74999999999996,67.76100535395598,1184.7119412920845,1.8306360537570672,32.166376753179236,9.96204401575964,454.5688843472777,158.0236885439298,44405023
463.9040000000002,3.353900000000002,0,7,6,80.04,3,4,2,2,2,2,2,0,10,0.2608695652173913,-3.589999999999998,3.578865911275408,193.1548105955415,1.276347015865905,35.49569206337421,9.986289632104944,0.0,17.76624139954536,46883908
509.66900000000055,3.2676000000000016,1,6,5,97.41,3,1,2,4,0,3,1,1,10,0.72,-1.8799999999999994,6.871581280297494,208.81565054806762,1.497998273296533,32.23877570911563,9.824032364302562,28.386250899632003,12.71084835226122,163370356
367.49300000000005,3.8537000000000035,1,4,4,58.36,4,2,2,2,1,1,1,1,5,0.5454545454545454,-2.1399999999999992,3.654002934808763,160.54390548506245,1.559071111408933,16.281608419031244,9.957736690251624,5.601050810983688,17.990861387647428,121344807
431.4430000000002,3.148720000000001,0,7,4,81.85000000000001,6,3,1,1,3,1,0,0,10,0.42857142857142855,-3.2999999999999985,4.570424147538363,177.3887086891631,1.5203125910917443,19.279837698673532,9.998712336591732,13.032326709372109,29.496426774380133,121439335
436.9030000000002,4.167100000000002,1,7,5,89.08,4,4,1,1,2,1,2,0,9,0.2727272727272727,-3.3899999999999983,3.743932640304939,183.35981614267948,1.3788592903111931,35.49569194051406,9.960388731328697,0.0,17.990861387647428,86271674
561.0850000000004,4.918720000000005,0,8,4,101.92999999999999,9,4,0,0,2,0,2,0,12,0.24,-3.4099999999999984,5.198752897041187,223.97492210414742,1.8576522686483337,35.495693311824205,10.177708802894447,22.475227288671665,21.355014897226567,44580968
2445.8849999999957,-12.409799999999926,35,34,2,1059.8299999999992,83,1,1,1,1,1,0,0,66,0.6952380952380952,-16.330000000000013,60.52614036105427,995.1019847903249,2.3809312329897687,32.16637435615836,9.962039394592809,381.355287949177,113.16739988867022,44270618
411.42400000000015,3.874900000000003,1,5,3,67.59,4,2,1,1,1,1,1,0,9,0.5,-2.549999999999999,4.898668619247595,166.43000384808403,1.8298926289388515,19.42244955990921,9.975290043093617,23.620101232649482,17.647133149992918,121344813
376.4560000000001,4.505800000000003,0,4,4,51.660000000000004,5,3,1,1,1,1,2,0,5,0.30434782608695654,-3.0799999999999983,3.399115564051876,164.45196182914722,1.7174518452370546,16.476818581331326,9.92426900424771,0.0,11.949020558499466,69084152
409.5550000000001,4.333980000000004,1,5,4,77.22,4,2,2,2,1,1,1,1,6,0.5217391304347826,-2.2299999999999995,3.6954601609020985,175.6952950642703,1.5946386766138676,32.13712404510961,9.876659779913037,11.016041280380467,17.866926604660858,121305867
384.78900000000016,3.911800000000002,2,4,3,66.91,4,2,1,1,1,0,1,1,9,0.35294117647058826,-2.3499999999999988,4.242234939212329,152.53767583762126,1.6499426076002341,35.495691966465095,10.118015885563857,11.73975000914047,23.939200668633923,118308339
2419.846999999995,-12.814599999999924,35,34,1,1073.8199999999993,83,1,0,0,1,0,0,0,66,0.6893203883495146,-16.33000000000001,61.69558085658852,983.1679602284655,3.5269774189205285,32.16637421247897,9.962039414005595,381.35528794917695,113.1673998886702,44270624
407.47400000000016,3.162300000000001,1,7,4,105.24,4,3,1,1,3,1,0,0,8,0.4090909090909091,-3.1299999999999986,3.9533212509404247,174.52904853813718,1.6074986486263834,16.462774003419316,9.90067396716771,5.601050810983688,17.866926604660858,121305873
378.85600000000005,4.7051200000000035,0,4,3,46.34,5,3,0,0,2,0,1,0,7,0.2222222222222222,-2.1799999999999993,4.08274143923016,153.41480001909795,1.666872495538873,35.49569219180158,10.160724891370377,5.817220841045895,18.87275775819009,40050911
500.5950000000002,4.378100000000003,1,6,6,69.26,7,3,0,3,0,2,3,1,7,0.36666666666666664,-3.709999999999998,4.595615397391579,216.83280231567934,1.2677290844758213,16.696824812904595,9.876608277718551,0.0,24.783803693747256,10918096
449.55400000000003,5.326500000000005,1,3,5,62.300000000000004,5,4,1,1,1,1,3,0,5,0.20689655172413793,-3.9899999999999975,4.417908608023838,198.99334985984925,1.3529366870671409,16.15500928058865,9.95726352412251,0.0,17.85620028785097,70692193
524.6610000000003,5.502800000000005,1,5,5,60.03000000000001,10,4,0,1,0,1,4,0,6,0.30303030303030304,-3.869999999999998,5.771943759321408,230.04764181056947,1.5984320005354231,16.508082562996893,9.853388027777648,6.041840829147961,11.949020558499466,10951496
439.8820000000001,3.4806000000000026,0,7,4,81.73,7,4,0,0,3,0,1,0,10,0.19047619047619047,-3.589999999999998,4.612427444320667,182.43977015394657,1.4974008490348274,35.49569195164931,10.127524253459622,5.817220841045895,5.907179729351506,57389636
382.4100000000001,4.472020000000003,0,3,4,42.43,3,3,1,1,1,1,2,0,6,0.2727272727272727,-3.0199999999999982,3.5427427036221397,161.3045452910962,1.55695450449521,19.285482643573577,10.008165465348757,18.447317178768888,24.876680877612028,77105013
493.34500000000037,4.838400000000004,1,6,4,83.9,5,3,1,1,2,1,1,0,11,0.3181818181818182,-2.9099999999999984,5.3634060370247525,198.74671043052564,1.668019413242194,35.49678522341222,9.87246080727426,30.33421217866801,24.477368801522076,130342074
563.7420000000004,6.206800000000007,2,5,5,62.830000000000005,13,4,0,1,0,1,4,0,6,0.3055555555555556,-4.289999999999997,7.707998202696613,249.2243305533961,1.2925108819903044,16.507827727273426,9.877955657502191,0.0,11.949020558499466,122184488
448.52300000000025,2.684300000000002,1,6,6,74.35,3,2,2,4,0,4,2,0,8,0.44,-3.2599999999999985,3.779229823166437,192.58891805191942,1.098589781727476,16.69675229445165,9.964406853924777,0.0,24.6491425939508,92712285
1094.621999999999,12.460219999999984,2,11,7,136.49,28,6,0,1,1,1,5,0,16,0.4,-6.089999999999996,15.985428167649456,462.6396511483835,0.7865028013313261,35.49791951624945,9.876632539769979,0.0,30.370261981715394,90680834
451.4370000000002,2.6928,0,8,5,90.96000000000001,5,4,1,1,3,1,1,0,11,0.22727272727272727,-3.989999999999998,4.348849193108396,186.77469552036538,1.3947216846690478,19.14353330130206,10.10926654886368,17.86234285282666,18.015387626961076,156016687
528.5710000000004,5.1032000000000055,1,5,4,60.03000000000001,10,3,0,1,0,1,3,0,9,0.3448275862068966,-3.719999999999998,7.189555081512604,219.86258348761302,1.552525106459697,19.413336688415665,9.88017548869753,12.783180481956393,24.243288797695946,122184311
396.8820000000001,3.3871200000000012,2,6,4,84.73,5,3,1,1,2,0,1,1,8,0.3,-2.9299999999999984,3.989827189427277,167.67385086027218,1.5132306918218674,35.495691786890866,10.070895853278113,0.0,17.990861387647428,118308107
499.5960000000002,5.956660000000006,0,8,5,90.19,8,5,0,0,4,0,1,0,9,0.18518518518518517,-4.109999999999998,4.964220298153451,212.5290863727526,1.4525105899056834,32.16655639060331,10.107356548016886,0.0,11.660033336098294,52948927
495.4560000000004,3.9825200000000027,1,7,4,88.83,5,3,1,1,3,1,0,0,13,0.4090909090909091,-3.6399999999999983,5.381583253874669,196.72270745875332,1.6137444887889654,19.413269899314283,9.877076777009346,48.494783810734496,23.743933453279624,138624081
377.51300000000003,4.116590000000003,2,5,4,53.94,6,4,0,0,2,0,2,0,5,0.22727272727272727,-2.629999999999999,3.481117717971233,162.02066603236707,1.7848148708034017,32.13338749170761,10.045601284358888,0.0,12.648722793660879,152358931
468.60100000000017,4.228410000000003,1,5,5,63.25,7,4,1,1,1,1,3,0,6,0.3103448275862069,-3.639999999999998,4.537279938255824,205.43984942796732,1.5910261150929557,16.479868245799633,10.007694831462016,6.041840829147961,12.011146117099809,139536072
394.86600000000004,3.173300000000001,1,6,5,75.94,4,3,2,2,2,2,1,0,8,0.3,-2.9299999999999984,2.9166799088604414,166.87799119333826,1.4017426311894061,35.495691792211865,9.95404232236073,0.0,24.032702216795386,90412351
