CID,Activity Type,Qualifier,Value,MolWt,MolLogP,NumHDonors,NumHAcceptors,RingCount,TPSA,NumRotatableBonds,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAliphaticCarbocycles,NumHeteroatoms,FractionCSP3,HallKierAlpha,Kappa3,LabuteASA,BalabanJ,BCUT2D_MWHI,BCUT2D_MWLOW,EState_VSA1,EState_VSA2
15949701,Ki,=,0.28,456.57100000000014,4.951700000000004,2,4,5,78.09,6,4,1,1,1,1,3,0,7,0.1923076923076923,-3.5799999999999983,4.780224122952824,195.9606781918322,1.223249079000406,32.16655560434335,10.051691419991563,6.041840829147961,17.5672130654498
44454599,Activity,=,20.0,380.473,3.2847000000000017,2,4,4,78.09,5,3,1,1,1,1,2,0,7,0.25,-2.799999999999999,3.977587890625001,160.9035839857682,1.372572833811375,32.166555200737584,10.168667414702885,6.041840829147961,17.5672130654498
44454599,Activity,=,4.05,380.473,3.2847000000000017,2,4,4,78.09,5,3,1,1,1,1,2,0,7,0.25,-2.799999999999999,3.977587890625001,160.9035839857682,1.372572833811375,32.166555200737584,10.168667414702885,6.041840829147961,17.5672130654498
44454599,Ki,=,1.4,380.473,3.2847000000000017,2,4,4,78.09,5,3,1,1,1,1,2,0,7,0.25,-2.799999999999999,3.977587890625001,160.9035839857682,1.372572833811375,32.166555200737584,10.168667414702885,6.041840829147961,17.5672130654498
44454599,Ki,=,0.56,380.473,3.2847000000000017,2,4,4,78.09,5,3,1,1,1,1,2,0,7,0.25,-2.799999999999999,3.977587890625001,160.9035839857682,1.372572833811375,32.166555200737584,10.168667414702885,6.041840829147961,17.5672130654498
15949609,Activity,=,0.036,427.508,3.9159000000000015,2,4,5,83.02000000000001,6,4,1,1,2,1,2,0,7,0.24,-3.869999999999998,4.012378615147791,185.6216421884732,1.249975313122743,16.16133940889763,10.144444700575525,6.041840829147961,11.814359458703011
15949609,Ki,=,0.13,427.508,3.9159000000000015,2,4,5,83.02000000000001,6,4,1,1,2,1,2,0,7,0.24,-3.869999999999998,4.012378615147791,185.6216421884732,1.249975313122743,16.16133940889763,10.144444700575525,6.041840829147961,11.814359458703011
15949609,Ki,=,0.011,427.508,3.9159000000000015,2,4,5,83.02000000000001,6,4,1,1,2,1,2,0,7,0.24,-3.869999999999998,4.012378615147791,185.6216421884732,1.249975313122743,16.16133940889763,10.144444700575525,6.041840829147961,11.814359458703011
44270570,EC50,=,6.95,2348.767999999996,-12.44869999999992,34,33,1,1030.729999999999,80,1,0,0,1,0,0,0,64,0.69,-15.800000000000017,59.19013427494525,954.5717210882192,3.488339765124036,32.16637385085816,9.962039441199863,363.6122961275026,112.66448431190558
44270570,EC50,=,0.71,2348.767999999996,-12.44869999999992,34,33,1,1030.729999999999,80,1,0,0,1,0,0,0,64,0.69,-15.800000000000017,59.19013427494525,954.5717210882192,3.488339765124036,32.16637385085816,9.962039441199863,363.6122961275026,112.66448431190558
